dirname,total_count,diff_count,file_size
rec.motorcycles,244,169,1555
rec.motorcycles,254,196,1890
rec.motorcycles,205,167,1551
rec.motorcycles,213,167,1512
rec.motorcycles,306,219,1922
rec.motorcycles,131,117,1044
rec.motorcycles,120,108,1041
rec.motorcycles,221,175,1610
rec.motorcycles,317,221,1978
rec.motorcycles,143,112,1173
rec.motorcycles,1631,968,10507
rec.motorcycles,164,134,1270
rec.motorcycles,89,75,991
rec.motorcycles,219,158,1646
rec.motorcycles,132,115,1227
rec.motorcycles,232,175,1768
rec.motorcycles,175,136,1528
rec.motorcycles,289,213,1966
rec.motorcycles,116,101,1078
rec.motorcycles,226,170,1705
rec.motorcycles,121,99,1138
rec.motorcycles,112,99,1047
rec.motorcycles,203,156,1463
rec.motorcycles,139,112,1052
rec.motorcycles,254,186,1946
rec.motorcycles,566,325,3963
rec.motorcycles,190,149,1327
rec.motorcycles,282,185,2326
rec.motorcycles,104,93,1089
rec.motorcycles,340,212,2455
rec.motorcycles,302,218,2073
rec.motorcycles,185,153,1619
rec.motorcycles,332,225,2232
rec.motorcycles,108,99,1183
rec.motorcycles,168,142,1481
rec.motorcycles,424,273,2641
rec.motorcycles,230,159,1666
rec.motorcycles,184,154,1514
rec.motorcycles,231,183,1736
rec.motorcycles,256,214,2186
rec.motorcycles,145,125,1426
rec.motorcycles,79,74,850
rec.motorcycles,118,104,1070
rec.motorcycles,143,112,1128
rec.motorcycles,246,169,1854
rec.motorcycles,243,192,1756
rec.motorcycles,243,171,1954
rec.motorcycles,596,339,3483
rec.motorcycles,187,146,1244
rec.motorcycles,337,221,2286
rec.motorcycles,57,54,630
rec.motorcycles,106,94,831
rec.motorcycles,311,219,1936
rec.motorcycles,159,122,1119
rec.motorcycles,150,134,1207
rec.motorcycles,565,330,3524
rec.motorcycles,109,87,892
rec.motorcycles,109,90,772
rec.motorcycles,182,134,1349
rec.motorcycles,107,92,871
rec.motorcycles,563,356,3599
rec.motorcycles,142,126,1146
rec.motorcycles,314,225,1972
rec.motorcycles,111,98,1039
rec.motorcycles,193,148,1583
rec.motorcycles,257,184,1857
rec.motorcycles,253,183,1744
rec.motorcycles,84,73,925
rec.motorcycles,87,80,761
rec.motorcycles,176,150,1329
rec.motorcycles,235,174,1756
rec.motorcycles,379,253,2585
rec.motorcycles,133,110,1078
rec.motorcycles,233,172,1689
rec.motorcycles,174,142,1480
rec.motorcycles,221,162,1609
rec.motorcycles,129,104,1125
rec.motorcycles,116,100,1203
rec.motorcycles,53,51,571
rec.motorcycles,94,86,869
rec.motorcycles,75,72,794
rec.motorcycles,171,141,1354
rec.motorcycles,116,104,1193
rec.motorcycles,297,207,1991
rec.motorcycles,98,93,867
rec.motorcycles,63,58,830
rec.motorcycles,261,202,1796
rec.motorcycles,132,113,1052
rec.motorcycles,285,208,2223
rec.motorcycles,141,119,1080
rec.motorcycles,208,170,1973
rec.motorcycles,318,229,2337
rec.motorcycles,203,164,1604
rec.motorcycles,188,137,1344
rec.motorcycles,175,142,1612
rec.motorcycles,72,65,671
rec.motorcycles,190,149,1480
rec.motorcycles,258,172,1796
rec.motorcycles,100,91,1003
rec.motorcycles,108,96,1048
rec.motorcycles,257,201,2167
rec.motorcycles,183,143,1546
rec.motorcycles,184,147,1414
rec.motorcycles,242,192,1907
rec.motorcycles,136,119,1102
rec.motorcycles,131,114,1317
rec.motorcycles,187,157,1465
rec.motorcycles,243,170,2054
rec.motorcycles,192,162,1458
rec.motorcycles,292,209,2052
rec.motorcycles,382,262,2391
rec.motorcycles,190,149,1516
rec.motorcycles,169,141,1350
rec.motorcycles,246,174,2109
rec.motorcycles,268,191,2210
rec.motorcycles,202,163,1604
rec.motorcycles,291,216,2088
rec.motorcycles,398,280,2757
rec.motorcycles,135,109,1320
rec.motorcycles,254,199,2147
rec.motorcycles,273,212,2111
rec.motorcycles,399,292,2905
rec.motorcycles,236,172,1919
rec.motorcycles,51,48,614
rec.motorcycles,61,53,680
rec.motorcycles,164,131,1576
rec.motorcycles,127,110,1185
rec.motorcycles,362,245,2557
rec.motorcycles,363,262,2696
rec.motorcycles,322,225,2170
rec.motorcycles,141,121,1279
rec.motorcycles,397,254,3190
rec.motorcycles,205,163,1787
rec.motorcycles,137,125,1059
rec.motorcycles,145,117,1284
rec.motorcycles,117,97,991
rec.motorcycles,127,105,1175
rec.motorcycles,169,135,1427
rec.motorcycles,89,85,828
rec.motorcycles,127,107,1028
rec.motorcycles,138,122,1187
rec.motorcycles,54,51,740
rec.motorcycles,203,144,1442
rec.motorcycles,298,212,2062
rec.motorcycles,253,202,1973
rec.motorcycles,172,132,1365
rec.motorcycles,167,139,1329
rec.motorcycles,117,105,940
rec.motorcycles,175,137,1240
rec.motorcycles,131,111,1189
rec.motorcycles,310,233,2270
rec.motorcycles,196,140,1371
rec.motorcycles,119,97,1047
rec.motorcycles,160,119,1361
rec.motorcycles,192,148,1521
rec.motorcycles,129,108,1122
rec.motorcycles,347,254,2373
rec.motorcycles,269,215,1994
rec.motorcycles,121,103,1089
rec.motorcycles,179,146,1590
rec.motorcycles,255,177,1732
rec.motorcycles,327,244,2514
rec.motorcycles,135,110,1234
rec.motorcycles,111,95,1060
rec.motorcycles,163,138,1462
rec.motorcycles,132,115,1192
rec.motorcycles,259,192,1808
rec.motorcycles,227,172,1649
rec.motorcycles,248,201,1860
rec.motorcycles,284,217,1979
rec.motorcycles,128,108,1506
rec.motorcycles,84,72,689
rec.motorcycles,194,152,1601
rec.motorcycles,209,157,1635
rec.motorcycles,780,442,5004
rec.motorcycles,215,163,1508
rec.motorcycles,354,233,2249
rec.motorcycles,143,125,1234
rec.motorcycles,158,133,1362
rec.motorcycles,172,133,1496
rec.motorcycles,177,143,1365
rec.motorcycles,318,213,2031
rec.motorcycles,282,199,1938
rec.motorcycles,190,124,1386
rec.motorcycles,525,334,3507
rec.motorcycles,246,182,1707
rec.motorcycles,95,87,965
rec.motorcycles,81,72,845
rec.motorcycles,50,49,689
rec.motorcycles,116,103,1052
rec.motorcycles,245,184,1907
rec.motorcycles,128,108,1350
rec.motorcycles,90,79,989
rec.motorcycles,275,195,1887
rec.motorcycles,64,58,1037
rec.motorcycles,121,103,1170
rec.motorcycles,220,167,1658
rec.motorcycles,117,108,1317
rec.motorcycles,132,108,1001
rec.motorcycles,161,138,1437
rec.motorcycles,403,291,2636
rec.motorcycles,83,70,691
rec.motorcycles,34,34,443
rec.motorcycles,34,34,443
rec.motorcycles,82,75,783
rec.motorcycles,245,195,1761
rec.motorcycles,205,152,1584
rec.motorcycles,374,259,2588
rec.motorcycles,86,76,897
rec.motorcycles,278,201,2027
rec.motorcycles,225,178,1620
rec.motorcycles,515,315,3334
rec.motorcycles,252,193,2039
rec.motorcycles,86,76,860
rec.motorcycles,139,121,1301
rec.motorcycles,124,103,1167
rec.motorcycles,51,51,589
rec.motorcycles,284,196,1864
rec.motorcycles,174,141,1340
rec.motorcycles,252,170,1622
rec.motorcycles,304,224,2461
rec.motorcycles,197,158,1755
rec.motorcycles,117,112,1117
rec.motorcycles,299,217,2239
rec.motorcycles,355,230,2232
rec.motorcycles,142,129,1285
rec.motorcycles,180,133,1491
rec.motorcycles,132,110,1187
rec.motorcycles,135,115,1218
rec.motorcycles,226,181,1704
rec.motorcycles,184,149,1514
rec.motorcycles,363,218,2466
rec.motorcycles,210,170,1583
rec.motorcycles,257,194,1975
rec.motorcycles,41,40,575
rec.motorcycles,117,108,1017
rec.motorcycles,134,113,1000
rec.motorcycles,273,202,1779
rec.motorcycles,118,91,892
rec.motorcycles,310,214,2233
rec.motorcycles,179,135,1374
rec.motorcycles,198,154,1619
rec.motorcycles,129,106,1046
rec.motorcycles,226,191,1813
rec.motorcycles,221,173,1761
rec.motorcycles,158,141,1520
rec.motorcycles,780,456,4491
rec.motorcycles,135,121,998
rec.motorcycles,162,137,1413
rec.motorcycles,100,86,963
rec.motorcycles,213,169,1714
rec.motorcycles,108,97,1252
rec.motorcycles,241,170,1930
rec.motorcycles,131,103,1264
rec.motorcycles,479,320,3136
rec.motorcycles,227,184,1851
rec.motorcycles,533,364,3927
rec.motorcycles,86,77,817
rec.motorcycles,100,93,1047
rec.motorcycles,265,209,2172
rec.motorcycles,506,325,3166
rec.motorcycles,416,263,2830
rec.motorcycles,263,196,2024
rec.motorcycles,153,124,1332
rec.motorcycles,183,152,1408
rec.motorcycles,326,233,2238
rec.motorcycles,210,175,1708
rec.motorcycles,311,230,2275
rec.motorcycles,180,156,1605
rec.motorcycles,173,143,1487
rec.motorcycles,163,125,1166
rec.motorcycles,218,159,1779
rec.motorcycles,235,184,2288
rec.motorcycles,243,195,2054
rec.motorcycles,108,97,941
rec.motorcycles,108,92,1033
rec.motorcycles,88,81,858
rec.motorcycles,144,116,1412
rec.motorcycles,371,255,2768
rec.motorcycles,781,458,5706
rec.motorcycles,454,284,3170
rec.motorcycles,189,159,1408
rec.motorcycles,290,208,2031
rec.motorcycles,66,63,650
rec.motorcycles,74,72,826
rec.motorcycles,260,191,1810
rec.motorcycles,112,88,943
rec.motorcycles,99,84,956
rec.motorcycles,376,280,2566
rec.motorcycles,579,377,4372
rec.motorcycles,147,125,1137
rec.motorcycles,142,120,1277
rec.motorcycles,150,131,1295
rec.motorcycles,183,146,1425
rec.motorcycles,245,177,1759
rec.motorcycles,117,107,1057
rec.motorcycles,210,175,1565
rec.motorcycles,335,234,2325
rec.motorcycles,305,226,2194
rec.motorcycles,263,199,1893
rec.motorcycles,71,65,696
rec.motorcycles,286,216,1997
rec.motorcycles,71,66,811
rec.motorcycles,204,156,1490
rec.motorcycles,265,195,1885
rec.motorcycles,267,207,1738
rec.motorcycles,209,152,2120
rec.motorcycles,244,197,1796
rec.motorcycles,454,290,3143
rec.motorcycles,277,188,1898
rec.motorcycles,350,243,2358
rec.motorcycles,201,160,1973
rec.motorcycles,158,123,1107
rec.motorcycles,250,195,1846
rec.motorcycles,101,94,853
rec.motorcycles,314,235,2264
rec.motorcycles,150,132,1260
rec.motorcycles,199,157,1540
rec.motorcycles,342,264,2515
rec.motorcycles,199,140,1657
rec.motorcycles,270,197,1934
rec.motorcycles,281,207,2062
rec.motorcycles,607,368,3823
rec.motorcycles,219,169,1637
rec.motorcycles,87,83,977
rec.motorcycles,191,161,1652
rec.motorcycles,147,134,1345
rec.motorcycles,1048,595,5941
rec.motorcycles,181,140,1376
rec.motorcycles,105,91,832
rec.motorcycles,125,112,1120
rec.motorcycles,435,295,2764
rec.motorcycles,135,121,1224
rec.motorcycles,95,89,891
rec.motorcycles,191,150,1445
rec.motorcycles,115,100,1199
rec.motorcycles,108,92,960
rec.motorcycles,169,143,1340
rec.motorcycles,67,64,597
rec.motorcycles,122,100,1232
rec.motorcycles,336,246,2332
rec.motorcycles,118,105,1142
rec.motorcycles,452,307,2935
rec.motorcycles,221,170,1670
rec.motorcycles,143,120,1157
rec.motorcycles,259,194,2012
rec.motorcycles,75,69,766
rec.motorcycles,616,395,3964
rec.motorcycles,126,101,1395
rec.motorcycles,163,129,1218
rec.motorcycles,67,62,638
rec.motorcycles,249,179,1676
rec.motorcycles,135,113,1092
rec.motorcycles,140,120,1077
rec.motorcycles,137,110,1108
rec.motorcycles,128,113,1187
rec.motorcycles,179,138,1452
rec.motorcycles,306,203,2086
rec.motorcycles,135,118,1122
rec.motorcycles,392,269,2615
rec.motorcycles,260,189,1853
rec.motorcycles,635,421,4092
rec.motorcycles,109,95,1010
rec.motorcycles,189,154,1745
rec.motorcycles,166,128,1148
rec.motorcycles,166,128,1144
rec.motorcycles,232,168,1758
rec.motorcycles,107,100,1068
rec.motorcycles,107,96,1068
rec.motorcycles,146,116,1096
rec.motorcycles,182,147,1453
rec.motorcycles,108,98,981
rec.motorcycles,216,179,1852
rec.motorcycles,205,164,2192
rec.motorcycles,260,195,2065
rec.motorcycles,224,163,1727
rec.motorcycles,147,117,1068
rec.motorcycles,570,322,3501
rec.motorcycles,149,120,1357
rec.motorcycles,296,221,2147
rec.motorcycles,132,112,1211
rec.motorcycles,100,88,978
rec.motorcycles,148,126,1375
rec.motorcycles,178,149,1495
rec.motorcycles,179,153,1401
rec.motorcycles,359,248,2316
rec.motorcycles,159,126,1549
rec.motorcycles,119,104,1142
rec.motorcycles,255,180,1975
rec.motorcycles,213,169,1813
rec.motorcycles,88,75,1061
rec.motorcycles,147,121,1344
rec.motorcycles,221,163,1721
rec.motorcycles,381,244,2400
rec.motorcycles,579,274,3635
rec.motorcycles,87,73,893
rec.motorcycles,170,137,1266
rec.motorcycles,216,152,1690
rec.motorcycles,197,156,1467
rec.motorcycles,141,126,1212
rec.motorcycles,310,218,2028
rec.motorcycles,111,98,919
rec.motorcycles,125,109,1148
rec.motorcycles,435,319,3191
rec.motorcycles,184,149,1613
rec.motorcycles,269,193,1917
rec.motorcycles,145,121,1469
rec.motorcycles,207,175,1908
rec.motorcycles,143,119,1256
rec.motorcycles,242,168,2029
rec.motorcycles,198,157,1466
rec.motorcycles,172,147,1504
rec.motorcycles,57,56,590
rec.motorcycles,100,87,1103
rec.motorcycles,147,126,1094
rec.motorcycles,91,78,766
rec.motorcycles,143,127,1299
rec.motorcycles,132,109,1015
rec.motorcycles,745,381,4683
rec.motorcycles,184,148,1383
rec.motorcycles,454,279,2803
rec.motorcycles,308,228,1968
rec.motorcycles,78,72,830
rec.motorcycles,267,199,2078
rec.motorcycles,152,123,1121
rec.motorcycles,50,49,568
rec.motorcycles,139,123,1214
rec.motorcycles,477,334,3050
rec.motorcycles,85,77,771
rec.motorcycles,153,123,1081
rec.motorcycles,59,56,705
rec.motorcycles,145,118,1378
rec.motorcycles,121,105,1267
rec.motorcycles,153,129,1343
rec.motorcycles,171,129,1147
rec.motorcycles,253,186,1501
rec.motorcycles,208,174,1912
rec.motorcycles,138,109,1164
rec.motorcycles,73,68,716
rec.motorcycles,115,104,1148
rec.motorcycles,498,345,3238
rec.motorcycles,325,228,2229
rec.motorcycles,62,61,750
rec.motorcycles,899,467,5123
rec.motorcycles,108,95,1136
rec.motorcycles,169,135,1340
rec.motorcycles,214,170,1473
rec.motorcycles,231,186,1721
rec.motorcycles,182,151,1618
rec.motorcycles,173,136,1481
rec.motorcycles,325,227,2326
rec.motorcycles,177,140,1259
rec.motorcycles,311,227,2088
rec.motorcycles,159,137,1142
rec.motorcycles,197,151,1417
rec.motorcycles,170,148,1462
rec.motorcycles,127,111,1200
rec.motorcycles,225,181,1667
rec.motorcycles,94,84,922
rec.motorcycles,124,103,992
rec.motorcycles,291,212,2077
rec.motorcycles,139,112,1254
rec.motorcycles,123,104,1388
rec.motorcycles,782,452,4613
rec.motorcycles,447,266,2996
rec.motorcycles,104,94,864
rec.motorcycles,263,189,1834
rec.motorcycles,122,106,1230
rec.motorcycles,226,180,1792
rec.motorcycles,106,98,923
rec.motorcycles,246,166,1579
rec.motorcycles,284,196,2175
rec.motorcycles,113,104,1123
rec.motorcycles,120,104,1242
rec.motorcycles,237,166,1712
rec.motorcycles,199,159,1453
rec.motorcycles,123,115,1124
rec.motorcycles,185,160,1432
rec.motorcycles,148,125,1199
rec.motorcycles,157,135,1206
rec.motorcycles,575,363,3924
rec.motorcycles,87,80,695
rec.motorcycles,627,345,3824
rec.motorcycles,131,113,1295
rec.motorcycles,85,77,777
rec.motorcycles,271,199,1809
rec.motorcycles,162,133,1409
rec.motorcycles,182,151,1589
rec.motorcycles,180,147,1542
rec.motorcycles,86,79,700
rec.motorcycles,70,67,634
rec.motorcycles,58,56,665
rec.motorcycles,216,164,1565
rec.motorcycles,145,127,1164
rec.motorcycles,208,151,1480
rec.motorcycles,187,147,1525
rec.motorcycles,155,134,1284
rec.motorcycles,203,161,1554
rec.motorcycles,85,79,818
rec.motorcycles,126,103,958
rec.motorcycles,97,90,911
rec.motorcycles,319,213,2390
rec.motorcycles,286,227,1959
rec.motorcycles,323,242,2245
rec.motorcycles,210,179,1898
rec.motorcycles,134,123,1161
rec.motorcycles,204,163,1729
rec.motorcycles,306,219,2093
rec.motorcycles,307,217,2027
rec.motorcycles,168,136,1328
rec.motorcycles,134,112,1203
rec.motorcycles,170,133,1200
rec.motorcycles,235,154,1764
rec.motorcycles,250,195,1741
rec.motorcycles,427,299,3031
rec.motorcycles,206,142,1538
rec.motorcycles,188,152,1634
rec.motorcycles,399,263,2782
rec.motorcycles,184,151,1489
rec.motorcycles,63,60,840
rec.motorcycles,214,169,1763
rec.motorcycles,109,90,990
rec.motorcycles,233,180,1899
rec.motorcycles,162,133,1826
rec.motorcycles,108,101,1016
rec.motorcycles,319,233,2357
rec.motorcycles,190,152,1516
rec.motorcycles,146,120,1161
rec.motorcycles,184,160,1530
rec.motorcycles,311,227,2367
rec.motorcycles,394,275,2931
rec.motorcycles,116,96,1059
rec.motorcycles,169,139,1522
rec.motorcycles,141,117,1221
rec.motorcycles,258,178,1681
rec.motorcycles,198,162,1550
rec.motorcycles,202,162,1659
rec.motorcycles,421,292,2991
rec.motorcycles,147,113,1383
rec.motorcycles,407,312,3445
rec.motorcycles,135,112,1203
rec.motorcycles,247,179,1814
rec.motorcycles,339,252,2751
rec.motorcycles,293,220,2264
rec.motorcycles,530,324,3471
rec.motorcycles,218,164,1592
rec.motorcycles,130,112,1365
rec.motorcycles,790,487,4483
rec.motorcycles,229,180,1872
rec.motorcycles,270,194,1718
rec.motorcycles,189,159,1473
rec.motorcycles,356,226,2539
rec.motorcycles,170,140,1263
rec.motorcycles,196,149,1297
rec.motorcycles,288,207,1783
rec.motorcycles,115,103,1021
rec.motorcycles,303,221,2305
rec.motorcycles,333,242,2364
rec.motorcycles,47,47,563
rec.motorcycles,171,100,1466
rec.motorcycles,402,267,2795
rec.motorcycles,179,144,1365
rec.motorcycles,606,357,3798
rec.motorcycles,205,156,1696
rec.motorcycles,150,124,1175
rec.motorcycles,136,115,1361
rec.motorcycles,399,289,2720
rec.motorcycles,209,168,1707
rec.motorcycles,125,114,1356
rec.motorcycles,247,186,1870
rec.motorcycles,128,115,1155
rec.motorcycles,197,142,1551
rec.motorcycles,117,109,1052
rec.motorcycles,148,121,1652
rec.motorcycles,119,104,1253
rec.motorcycles,222,204,2030
rec.motorcycles,99,80,1147
rec.motorcycles,253,190,1863
rec.motorcycles,91,80,833
rec.motorcycles,211,167,1877
rec.motorcycles,134,112,1363
rec.motorcycles,219,159,1733
rec.motorcycles,204,155,1525
rec.motorcycles,440,309,3108
rec.motorcycles,237,206,2107
rec.motorcycles,256,202,1993
rec.motorcycles,223,167,1721
rec.motorcycles,140,123,1151
rec.motorcycles,78,72,861
rec.motorcycles,388,269,2547
rec.motorcycles,243,197,1945
rec.motorcycles,163,144,1454
rec.motorcycles,162,134,1388
rec.motorcycles,127,113,1283
rec.motorcycles,71,68,855
rec.motorcycles,168,135,1332
rec.motorcycles,386,273,3021
rec.motorcycles,272,183,1789
rec.motorcycles,106,94,988
rec.motorcycles,122,97,1026
rec.motorcycles,255,179,1675
rec.motorcycles,254,195,1880
rec.motorcycles,267,193,1933
rec.motorcycles,305,221,2114
rec.motorcycles,141,116,1381
rec.motorcycles,203,173,1652
rec.motorcycles,588,363,3845
rec.motorcycles,149,131,1327
rec.motorcycles,213,159,1622
rec.motorcycles,140,117,1230
rec.motorcycles,310,235,2198
rec.motorcycles,176,138,1536
rec.motorcycles,113,91,1001
rec.motorcycles,98,85,982
rec.motorcycles,352,239,2489
rec.motorcycles,99,90,984
rec.motorcycles,196,153,1758
rec.motorcycles,36,34,483
rec.motorcycles,388,282,2806
rec.motorcycles,594,362,3832
rec.motorcycles,119,107,1154
rec.motorcycles,226,181,1876
rec.motorcycles,317,235,2104
rec.motorcycles,627,349,4050
rec.motorcycles,279,218,1896
rec.motorcycles,176,140,1279
rec.motorcycles,315,234,2026
rec.motorcycles,133,110,1158
rec.motorcycles,126,109,1307
rec.motorcycles,196,160,1782
rec.motorcycles,185,150,1675
rec.motorcycles,115,99,1218
rec.motorcycles,175,148,1555
rec.motorcycles,258,196,2071
rec.motorcycles,110,96,934
rec.motorcycles,149,124,1156
rec.motorcycles,144,128,1282
rec.motorcycles,367,275,2804
rec.motorcycles,170,143,1363
rec.motorcycles,367,265,2771
rec.motorcycles,118,102,1270
rec.motorcycles,116,96,813
rec.motorcycles,151,118,1388
rec.motorcycles,189,139,1501
rec.motorcycles,105,93,1233
rec.motorcycles,243,190,2019
rec.motorcycles,183,142,1697
rec.motorcycles,209,162,1680
rec.motorcycles,145,118,1112
rec.motorcycles,290,225,2251
rec.motorcycles,270,206,1979
rec.motorcycles,164,130,1273
rec.motorcycles,146,124,1298
rec.motorcycles,469,296,2968
rec.motorcycles,312,214,2190
rec.motorcycles,144,108,1142
rec.motorcycles,133,105,1209
rec.motorcycles,110,97,1021
rec.motorcycles,218,171,1811
rec.motorcycles,144,115,1250
rec.motorcycles,241,179,1707
rec.motorcycles,161,136,1431
rec.motorcycles,119,109,1039
rec.motorcycles,194,159,1788
rec.motorcycles,179,149,1530
rec.motorcycles,158,124,1267
rec.motorcycles,325,260,2443
rec.motorcycles,159,128,1407
rec.motorcycles,169,138,1385
rec.motorcycles,85,75,1020
rec.motorcycles,182,153,1665
rec.motorcycles,114,94,1143
rec.motorcycles,123,112,1126
rec.motorcycles,260,201,1894
rec.motorcycles,130,113,1240
rec.motorcycles,241,178,1702
rec.motorcycles,152,126,1242
rec.motorcycles,102,96,949
rec.motorcycles,232,182,1658
rec.motorcycles,187,149,1506
rec.motorcycles,87,75,1092
rec.motorcycles,129,118,1369
rec.motorcycles,120,103,1354
rec.motorcycles,66,65,720
rec.motorcycles,154,120,1165
rec.motorcycles,94,87,942
rec.motorcycles,100,93,1129
rec.motorcycles,352,240,2622
rec.motorcycles,86,81,911
rec.motorcycles,86,83,724
rec.motorcycles,136,115,1154
rec.motorcycles,127,103,1201
rec.motorcycles,349,244,2305
rec.motorcycles,193,156,1460
rec.motorcycles,181,145,1867
rec.motorcycles,49,48,680
rec.motorcycles,176,140,1500
rec.motorcycles,82,78,957
rec.motorcycles,638,404,3945
rec.motorcycles,216,171,1865
rec.motorcycles,180,135,1439
rec.motorcycles,55,54,578
rec.motorcycles,647,373,3992
rec.motorcycles,641,398,3846
rec.motorcycles,264,173,1897
rec.motorcycles,351,213,2186
rec.motorcycles,114,99,944
rec.motorcycles,141,122,1323
rec.motorcycles,131,117,1210
rec.motorcycles,77,73,797
rec.motorcycles,139,120,1190
rec.motorcycles,220,159,1650
rec.motorcycles,454,309,3204
rec.motorcycles,145,131,1261
rec.motorcycles,162,142,1259
rec.motorcycles,131,114,1076
rec.motorcycles,124,109,1065
rec.motorcycles,234,175,1750
rec.motorcycles,96,76,1009
rec.motorcycles,230,184,1613
rec.motorcycles,140,110,1297
rec.motorcycles,39,38,498
rec.motorcycles,178,129,1364
rec.motorcycles,194,162,1256
rec.motorcycles,209,168,1790
rec.motorcycles,419,279,2780
rec.motorcycles,513,352,3460
rec.motorcycles,371,237,2587
rec.motorcycles,220,179,1656
rec.motorcycles,137,113,1234
rec.motorcycles,204,154,1481
rec.motorcycles,715,427,4591
rec.motorcycles,155,119,1262
rec.motorcycles,152,124,1528
rec.motorcycles,199,153,1434
rec.motorcycles,229,169,1661
rec.motorcycles,165,140,1684
rec.motorcycles,213,165,1535
rec.motorcycles,74,64,792
rec.motorcycles,134,113,1386
rec.motorcycles,136,117,1168
rec.motorcycles,121,104,975
rec.motorcycles,65,59,767
rec.motorcycles,247,191,1798
rec.motorcycles,208,158,1539
rec.motorcycles,184,150,1410
rec.motorcycles,185,135,1367
rec.motorcycles,158,120,1605
rec.motorcycles,198,164,1586
rec.motorcycles,319,210,2011
rec.motorcycles,199,169,1600
rec.motorcycles,333,235,2194
rec.motorcycles,126,113,1061
rec.motorcycles,79,73,761
rec.motorcycles,187,150,1553
rec.motorcycles,176,150,1517
rec.motorcycles,240,179,1991
rec.motorcycles,242,185,1816
rec.motorcycles,228,154,1646
rec.motorcycles,315,210,1951
rec.motorcycles,320,223,2279
rec.motorcycles,502,318,2956
rec.motorcycles,178,142,1328
rec.motorcycles,141,129,1361
rec.motorcycles,98,91,1038
rec.motorcycles,180,152,1414
rec.motorcycles,71,65,740
rec.motorcycles,153,119,1445
rec.motorcycles,153,113,1296
rec.motorcycles,313,240,2074
rec.motorcycles,223,172,1601
rec.motorcycles,58,56,688
rec.motorcycles,199,154,1529
rec.motorcycles,121,106,1116
rec.motorcycles,125,112,1178
rec.motorcycles,353,244,2523
rec.motorcycles,156,135,1207
rec.motorcycles,126,103,1264
rec.motorcycles,211,161,1543
rec.motorcycles,219,147,1683
rec.motorcycles,93,78,1078
rec.motorcycles,124,109,1029
rec.motorcycles,200,164,1628
rec.motorcycles,99,96,1012
rec.motorcycles,140,116,1171
rec.motorcycles,196,155,1573
rec.motorcycles,301,216,2083
rec.motorcycles,112,93,987
rec.motorcycles,193,141,1550
rec.motorcycles,116,101,1025
rec.motorcycles,265,200,1808
rec.motorcycles,147,131,1570
rec.motorcycles,163,138,1284
rec.motorcycles,201,153,1466
rec.motorcycles,156,137,1223
rec.motorcycles,102,93,994
rec.motorcycles,180,140,1425
rec.motorcycles,177,138,1584
rec.motorcycles,176,140,1635
rec.motorcycles,174,138,1573
rec.motorcycles,110,96,1248
rec.motorcycles,158,131,1232
rec.motorcycles,184,133,1314
rec.motorcycles,176,135,1427
rec.motorcycles,112,100,984
rec.motorcycles,268,203,2036
rec.motorcycles,322,219,2135
rec.motorcycles,349,265,2536
rec.motorcycles,151,119,1424
rec.motorcycles,114,93,1137
rec.motorcycles,792,482,4727
rec.motorcycles,158,131,1371
rec.motorcycles,158,136,1301
rec.motorcycles,176,142,1435
rec.motorcycles,151,133,1415
rec.motorcycles,151,126,1224
rec.motorcycles,149,121,1075
rec.motorcycles,333,225,2056
rec.motorcycles,124,99,1364
rec.motorcycles,91,81,941
rec.motorcycles,188,151,1572
rec.motorcycles,244,194,1832
rec.motorcycles,344,222,2338
rec.motorcycles,114,103,1335
rec.motorcycles,281,202,2026
rec.motorcycles,124,108,1288
rec.motorcycles,139,124,1253
rec.motorcycles,112,102,1049
rec.motorcycles,83,75,698
rec.motorcycles,120,97,1186
rec.motorcycles,159,128,1340
rec.motorcycles,195,158,1521
rec.motorcycles,225,188,1588
rec.motorcycles,166,137,1636
rec.motorcycles,216,177,1717
rec.motorcycles,170,130,1479
rec.motorcycles,88,80,713
rec.motorcycles,76,69,847
rec.motorcycles,475,313,3748
rec.motorcycles,150,126,1450
rec.motorcycles,351,237,2399
rec.motorcycles,266,208,2079
rec.motorcycles,217,167,1614
rec.motorcycles,164,139,1366
rec.motorcycles,196,157,1618
rec.motorcycles,195,152,1733
rec.motorcycles,368,274,2610
rec.sport.baseball,270,215,2009
rec.sport.baseball,1744,823,10053
rec.sport.baseball,307,235,2338
rec.sport.baseball,290,217,1949
rec.sport.baseball,108,99,993
rec.sport.baseball,51,46,575
rec.sport.baseball,368,271,2474
rec.sport.baseball,170,141,1366
rec.sport.baseball,607,378,3724
rec.sport.baseball,115,102,1264
rec.sport.baseball,2592,1204,16013
rec.sport.baseball,262,198,1801
rec.sport.baseball,53,50,594
rec.sport.baseball,88,80,944
rec.sport.baseball,167,132,1482
rec.sport.baseball,216,159,1619
rec.sport.baseball,186,146,1922
rec.sport.baseball,127,112,1266
rec.sport.baseball,480,327,3292
rec.sport.baseball,86,82,876
rec.sport.baseball,93,81,729
rec.sport.baseball,91,84,919
rec.sport.baseball,188,157,1568
rec.sport.baseball,1131,579,6626
rec.sport.baseball,120,105,1166
rec.sport.baseball,162,133,1606
rec.sport.baseball,149,121,1079
rec.sport.baseball,330,240,2411
rec.sport.baseball,290,223,2046
rec.sport.baseball,303,183,2107
rec.sport.baseball,105,90,905
rec.sport.baseball,339,245,2488
